code_cbna	libelle	AGEFLOW_MAX	AGEFLOW_MIN	C_Plant	CLONRATE	CNRATIO	DNA	ELLAER_INDK	ELLCONT	ELLCONT_INDK	ELLHUMUS_INDK	ELLLITE	ELLLITE_INDK	ELLMOIST	ELLMOIST_INDK	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLPH	ELLREAC_INDK	ELLSALT	ELLTEMP	ELLTEMP_INDK	FECUNDITY	GERMRATE	L_ANGLE	L_AREA	L_DRYM	L_FRESHM	L_THICK	LATSPR	LCCp	LD13C	LD15N	LDMC	Leaf_T_Strength	LKC	LNC	LPC	MAX_AGE	MOW_TOLERANCE_INDK	N_Plant	NBCHROM	Palatability	PL_H_flora_MIN	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	ROOT_DEPTH_INDK	SEED_LONGEVITY_INDK	SEEDH	SEEDL	SEEDM	SEEDW	SLA	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK_VAR	ELLCONT_INDK_VAR	ELLHUMUS_INDK_VAR	ELLLITE_INDK_VAR	ELLMOIST_INDK_VAR	ELLNIT_INDK_VAR	ELLREAC_INDK_VAR	ELLSALT_INDK	ELLTEMP_INDK_VAR	ENDEM	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_FORM	L_LONG	LHIST	LIFESPAN	LPERST_INDK	MAN_INFLUENCE_INDK	MEDIC_POISON_FX_INDK	MOW	MYCORR	NATURAL	NUTR	PLOIDY	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOTMET	ROSET	SEEDPROD	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY	CODE_CBNA
3559	Myosotis sylvatica Hoffm.	5	1					1	3	3	3	6	3	5	3.5	3	6	3	7	3	0		3				7.43	0.02343491172				418			137.724			23.8	7.22		3		9		25	30	25	45	1		0.72	1.75	0.56	1.165	31.7			=				germinule	homogamous	Unassisted dispersal	endochory		scattered or in small groups	forest plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		May	July	Achene				idiochorophytes or indigenes	biscorpioid cyme	cyme	hygromorphic	simple	persistent green	Hemicryptophyte_Therophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)				Indigenous	Chlorophyllian	diploid		autogamous_entomogamous	hermaphroditic and normal sexual	Polycarpic		Hemirosette plant		inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	3559
3565	Neatostema apulum (L.) I.M. Johnston											9						1																											4		7	10																Unassisted dispersal		6															Achene					raceme of uniparous scorpio-like cymes	raceme				Therophyte							Indigenous	Chlorophyllian													Herbaceous	3565
3569	Nonea pallens Petrovic											8						3																											15		25	45																Unassisted dispersal		3															Achene										Geophyte_Therophyte							Exogenous	Chlorophyllian													Herbaceous	3569
3574	Omphalodes linifolia (L.) Moench							2		3	2	8	4		1.5	1		1.5		3			5																						12		30	40										=						Unassisted dispersal	epichory_myrmecochory	2	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		March	June	Achene				idiochorophytes or indigenes	raceme of uniparous helicoid cymes	raceme				Therophyte		wintergreen	indifferent (urbanoneutral)				Indigenous	Chlorophyllian				hermaphroditic and normal sexual					no special organ to store energy	rrs		no vegetative dispersal parts	Herbaceous	3574
3576	Omphalodes verna Moench							2		2	2		2		3.5	1		3		3			4.5																																			<							epichory_myrmecochory		in larger groups	forest plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		April	June					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD						Hemicryptophyte		decidous	indifferent (urbanoneutral)							autogamous_entomogamous	entomogamous	hermaphroditic and normal sexual					no special organ to store energy	ccs		above-ground runners_below-ground runners		3576
3580	Onosma arenaria Waldst. & Kit. subsp. pyramidata Br.-Bl.											9						1																											20		40	50																Unassisted dispersal		2															Achene					raceme of uniparous scorpio-like cymes	raceme				Chamaephyte_Hemicryptophyte							Indigenous	Chlorophyllian													Herbaceous	3580
3581	Onosma arenaria Waldst. & Kit. subsp. vaudensis (Gremli) KerguÚlen							3		5	1	9	4		1	1		1.5		4			4.5																						20		30	40	3.5									>						Unassisted dispersal	epichory	2	scattered or in small groups	forest plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme				Chamaephyte_Hemicryptophyte		wintergreen	close to nature (strictly urbanophobous)	medicinal			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					root swelling	css		no vegetative dispersal parts	Herbaceous	3581
3588	Onosma fastigiata (Br.-Bl.) Lacaita subsp. fastigiata							2		4	2	8	4		1.5	3		2		4			3.5																	12					20		30	40										=						Unassisted dispersal	epichory	2	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		large variation (II)		May	July	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme				Chamaephyte_Hemicryptophyte		wintergreen	close to nature (strictly urbanophobous)	medicinal			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					root swelling	css		no vegetative dispersal parts	Herbaceous	3588
3591	Onosma pseudoarenaria Schur							3		5	1		4		1	1		2		4			5																										3.5									>							epichory		scattered or in small groups	forest plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July					idiochorophytes or indigenes						Hemicryptophyte		wintergreen	close to nature (strictly urbanophobous)	medicinal								hermaphroditic and normal sexual					root swelling	css		no vegetative dispersal parts		3591
3592	Onosma pseudoarenaria Schur subsp. delphinensis (Br.-Bl.) P. Fourn.											9						1																											20		30	40																Unassisted dispersal																	Achene					raceme of uniparous scorpio-like cymes	raceme				Chamaephyte							Indigenous	Chlorophyllian													Herbaceous	3592
3598	Pardoglossum cheirifolium (L.) Barbier & Mathez							2		3	2	9	5		1.5	1		3.5		4			5																						15		25	30										=						Exozoochory	epichory	6	scattered		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		large variation (II)		April	June	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme				Hemicryptophyte		wintergreen	moderately close to nature (moderately urbanophobous)	edible_poisonous for individual animal species			Indigenous	Chlorophyllian			entomogamous	hermaphroditic and normal sexual					root swelling	crr		no vegetative dispersal parts	Herbaceous	3598
3604	Pulmonaria angustifolia L.							2	4	4	2	6.5	3	5	2.5	2	3	2	6	3		7	3.5									390.8	-29.145	-2.61	161.09322			23.64	2.01		2		7		15	20	18	27.5				4			23.08442463			>		Roots with generative buds		one-seeded generative dispersule	homogamous	Unassisted dispersal	myrmecochory	3	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		April	June	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme	mesomorphic	long-leaf	summer green	Hemicryptophyte	pluriennial	partly wintergreen	close to nature (strictly urbanophobous)	edible_medicinal			Indigenous	Chlorophyllian	diploid			hermaphroditic and normal sexual	Polycarpic		Hemirosette plant		thick rhizome	ccs		basal lateral shoots	Herbaceous	3604
3612	Pulmonaria longifolia (Bast.) Boreau						1.9	2		4	2	5.5	3	4	2.5	2	5	2.5	6	3	0		3.5									390.8			151.09			23.64	2.01		2				20		30.25	45					4.54		22.72									Unassisted dispersal	myrmecochory	3	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		April	June	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme				Hemicryptophyte		partly wintergreen	close to nature (strictly urbanophobous)	edible_medicinal			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					thick rhizome	ccs		basal lateral shoots	Herbaceous	3612
3616	Pulmonaria mollis Wulgen ex Hornem.							2		4	2		3		3.5	1		3		4			4																																										myrmecochory		scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		April	May					idiochorophytes or indigenes						Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible_medicinal								hermaphroditic and normal sexual					thick rhizome	ccs		basal lateral shoots		3616
3619	Pulmonaria montana Lej.							2		3	2	5	3		3.5	1		3		2			4																				6.5		25	25	31	50										>				one-seeded generative dispersule	homogamous	Unassisted dispersal	myrmecochory	3	scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		March	May	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme		simple		Hemicryptophyte	pluriennial	partly wintergreen	moderately close to nature (moderately urbanophobous)	edible_medicinal			Indigenous	Chlorophyllian	tetraploid_triploid			hermaphroditic and normal sexual			Hemirosette plant		thick rhizome	ccs		basal lateral shoots	Herbaceous	3619
3623	Pulmonaria obscura Dumort.							2	6	4	3	4	2	6	3.5	1	7	3	8	4	0	5	3.5				73.42	0.19383							143.875								7		15		25	30	3				4.3		37.815			=					homogamous	Unassisted dispersal	myrmecochory	3	scattered or in small groups	forest plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		March	May	Achene				idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme	hygromorphic_mesomorphic	simple	summer green	Hemicryptophyte	pluriennial	partly wintergreen	close to nature (strictly urbanophobous)	edible_medicinal			Indigenous	Chlorophyllian	diploid_tetraploid_triploid			hermaphroditic and normal sexual			Hemirosette plant		thick rhizome	ccs		basal lateral shoots_creeping shoots or espaliers	Herbaceous	3623
3624	Pulmonaria officinalis L.							2		4	3		2		3.5	1		3		4			4.5																										2									=							myrmecochory		scattered or in small groups	forest plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		large variation (II)		March	May					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD						Hemicryptophyte		partly wintergreen	close to nature (strictly urbanophobous)	edible_medicinal								hermaphroditic and normal sexual					thick rhizome	ccs		basal lateral shoots_creeping shoots or espaliers		3624
3629	Pulmonaria saccharata Miller							2		3	2	4	2		3	2		2.5		3			3.5																						20		30	40										=						Unassisted dispersal	myrmecochory	3	scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		March	May	Achene				presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	raceme of uniparous scorpio-like cymes	raceme				Hemicryptophyte		partly wintergreen	close to nature (strictly urbanophobous)	edible_medicinal			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					thick rhizome	ccs		basal lateral shoots	Herbaceous	3629
3636	Symphytum asperum Lepechin							1		3	2		3		3	2		4		3			4.5																		3																	=							myrmecochory		in larger groups	weeds and ruderal plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	August					neophytes						Hemicryptophyte		decidous	moderatly hemerobic (moderately urbanophilous)	edible_weakly to moderately poisonous								hermaphroditic and normal sexual					root swelling	ccr		basal lateral shoots		3636
3637	Symphytum bulbosum C. Schimper							2		1	3		2		3	1		3		4			4.5																																			=							myrmecochory		in larger groups	forest plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		March	May					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD						Geophyte		decidous	moderately close to nature (moderately urbanophobous)	edible_weakly to moderately poisonous								hermaphroditic and normal sexual					rhizome tuber	ccs		below-ground runners		3637
3641	Symphytum officinale L.		2					1	3	2	2	7	3	7.5	3.5	3	8	4	7	3	0	6	3.5				100.15	0.34217							86.27						2		11		40	62.5	60	75	2.5		2.69	3.74	11.1244	3.72	26.78		little forage value	=	Rooting stems	Roots with generative buds		generative dispersule	homogamous	Unassisted dispersal	myrmecochory	3	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	large variation (II)	large variation (II)	small variation (I)	small variation (I)		small variation (I)		May	August	Achene		sensitive to moderately tolerant		idiochorophytes or indigenes	raceme of uniparous scorpio-like cymes	raceme	hygromorphic_mesomorphic	full	summer green	Helophyte_Hemicryptophyte	pluriennial	decidous	indifferent (urbanoneutral)	edible_medicinal_weakly to moderately poisonous	moderately tolerant to well tolerant	Arbuscular AM	Indigenous	Chlorophyllian	tetraploid			hermaphroditic and normal sexual	Polycarpic	Primary storage root	Hemirosette plant_Rosette plant		root swelling	ccr	yes	basal lateral shoots	Herbaceous	3641
3645	Symphytum tuberosum L.	5	1					2		1	3	5	2	6	3.5	2	6	3	6	4	0		4				19.49	0.06881							116								11		25	22.5	26.5	45					6.2392857		30.26			=					homogamous	Unassisted dispersal	myrmecochory	3	in larger groups		small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		March	June	Achene					raceme of uniparous scorpio-like cymes	raceme	hygromorphic_mesomorphic	simple	spring green	Geophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	edible_weakly to moderately poisonous			Indigenous	Chlorophyllian	octoploid			hermaphroditic and normal sexual			Erosulate plant		rhizome tuber	ccs		basal lateral shoots_below-ground runners	Herbaceous	3645
3649	Trachystemon orientalis (L.) G. Don fil.							2		3	2		2		3	1		3		3			4																																			<							anthropochory_myrmecochory		in larger groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		March	May					neophytes						Geophyte		decidous	indifferent (urbanoneutral)									hermaphroditic and normal sexual					thick rhizome	ccs		below-ground runners		3649
3657	Aethionema saxatile (L.) R. Br. subsp. saxatile							3	4	5	1	8	4	4	1	1	2	2	9	4		4	4				2.8025	0.022495	0.1138						0.186522043479728					2					10	10	7	25	2			2.19	0.525	3	13.5731966			>				one-seeded generative dispersule		Unassisted dispersal	meteorochory	1	scattered	pioneer plants of low elevation	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		April	June	Siliqua				idiochorophytes or indigenes	simple raceme	raceme				Chamaephyte_Hemicryptophyte_Therophyte		wintergreen	indifferent (urbanoneutral)	edible			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					inconspicuous reserve organ	rrs		basal lateral shoots	Suffrutescent	3657
3661	Aethionema thomasianum Gay							3		5	1	9	4		3	1		1.5		4			2																	4					4	7.5	6	9										=						Unassisted dispersal	meteorochory	1	scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July	Siliqua				idiochorophytes or indigenes	simple raceme	raceme				Chamaephyte_Hemicryptophyte		wintergreen	close to nature (strictly urbanophobous)				Indigenous	Chlorophyllian				hermaphroditic and normal sexual					inconspicuous reserve organ	rss		creeping shoots or espaliers	Suffrutescent	3661
